Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012
330455705120022;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557028;Benfica;1;0;283.0;860.0;3.04;2.19;1972.83;143073137.85;2819.75;202404969.18;1063.75;53985444;1914.25;95618461.72
330455705120023;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557028;Benfica;1;0;298.0;890.0;2.99;2.57;827.9;662333.04;1002.91;626681.01;617.35;561825.6;945.31;550241.61
330455705120025;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;59.0;165.0;2.8;1.3;1778.64;5565267.1;2018.08;5836458.97;1251.32;3852296.27;1794.34;4556320.04
330455705120026;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;0;147.0;522.0;3.55;3.11;1211.94;6046759.73;1746.62;7797734.71;547.33;2324653.82;1266.67;4477524.59
330455705120027;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;0;127.0;538.0;4.24;4.21;1020.58;4793299.18;1561.61;6510126.87;551.48;2150152.2;1190.95;3891087.89
330455705120028;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;0;250.0;800.0;3.2;2.44;1682.29;89278074.94;1723.66;91410874.68;954.93;33209439.74;1316.1;45318483.41
330455705120029;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;212.0;672.0;3.17;3.07;748.77;1350785.86;853.44;1450816.98;455.65;650440.91;740.43;846661.04
330455705120030;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;127.0;401.0;3.16;2.67;713.11;309112.32;830.87;261880.54;445.07;305751.6;741.78;289412.6
330455705120031;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;418.0;1363.0;3.26;3.25;637.48;271027.54;761.33;229271.87;424.67;223018.87;707.13;171541.78
330455705120032;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;201.0;763.0;3.8;5.79;663.63;1333581.22;959.64;1646606.36;414.81;659836.88;808.14;968641.28
330455705120033;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;330.0;1172.0;3.55;3.39;474.95;903075.24;927.43;1346390.67;353.78;584668.22;806.22;968527.91
330455705120034;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;235.0;849.0;3.61;4.92;456.82;599807.35;783.59;774081.27;346.86;326355.89;729.72;407455
330455705120035;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;34.0;120.0;3.53;4.26;750.44;2875642.98;1215;4152150;546.69;1516826.67;1057.72;2413699.67
330455705120036;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;183.0;598.0;3.27;3.43;661.96;301829.31;761.87;271070.1;461.61;250215.97;717.6;205139.97
330455705120037;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;252.0;854.0;3.39;3.84;871.23;1207087.47;1040.53;1265765.43;609.48;1081607.88;953.79;1364854.19
330455705120038;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;352.0;1233.0;3.5;3.17;553.7;811658.4;881.91;1004193.32;369.83;539996.33;818.56;828521.69
330455705120039;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;166.0;618.0;3.72;3.68;678.83;412422.7;822.53;381304.55;397.27;260639.5;701.65;246720.1
330455705120040;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;89.0;298.0;3.35;3.66;747.13;2263136.14;886.6;2565976.27;462.21;957819.36;716.72;1305014.61
330455705120041;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;101.0;397.0;3.93;5.25;452.92;151878.15;682.76;70814.64;333.69;136451.85;649.6;59963.88
330455705120042;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;60.0;193.0;3.22;2;744.23;1895750.66;970.74;2260775.53;539.35;883394.25;841.19;1126092.08
330455705120043;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;92.0;262.0;2.85;2.37;1348.92;3557606.53;1513.43;3744780.47;878.79;2071604.59;1345.46;2547097.96
330455705120044;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557027;Mangueira;1;1;304.0;1001.0;3.29;2.91;617.49;324775.85;736.14;299739.24;481.45;265773.06;676.42;241481.04
330455705120045;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;349.0;1006.0;2.88;2.13;572.05;779351.68;786.01;903155.88;493.55;451037.05;718.67;495052.75
330455705120046;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;193.0;575.0;2.98;1.99;950.32;979475.45;1013.33;980574.8;620.46;595362.44;869.37;617873.48
330455705120047;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;396.0;1227.0;3.1;2.66;1010.4;4465255.6;1133.48;4870822.53;642.22;2301944.3;994.09;3214759.01
330455705120048;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;205.0;592.0;2.89;2.95;1048.61;1712842.82;1149.55;1761946.72;682.94;1274868.46;982.31;1540369.4
330455705120049;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;137.0;449.0;3.28;3.29;869.27;353571.89;923.18;325514.43;550.47;310202.55;817.11;242321.22
330455705120050;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;223.0;638.0;2.86;2.37;858.59;5614424.72;1397.55;8405947.9;758.51;3363464.58;1246.61;4924110.11
330455705120051;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;259.0;776.0;3;2.27;875.77;492335.21;941.18;467440.73;603.96;390008.53;828.47;348903.79
330455705120052;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;204.0;607.0;2.98;2.24;909.24;1334902.69;1013.57;1382594.11;562.33;703128.97;849.11;818532.71
330455705120053;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;1;293.0;849.0;2.9;2.28;962.76;942213.35;1011.07;940641.76;653.61;571049.64;872.68;571270.72
330455705120054;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;77.0;248.0;3.22;2.91;894.06;677091.11;997.72;651804.11;608.75;594919.18;947.91;604949.3
330455705120055;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;327.0;978.0;2.99;2.13;1134.66;1245326;1212.53;1236341.91;767.82;903584.8;1079.48;933970.1
330455705120056;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;240.0;691.0;2.88;2.16;806.88;1725359.19;1489.63;2171670.08;749.65;1509431.21;1391.57;1909853.18
330455705120057;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;348.0;1015.0;2.92;2.05;1291.42;2431540.77;1652.25;2515054.63;903.51;1628088.44;1374.59;1829742.14
330455705120058;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;233.0;693.0;2.97;2.78;1433.23;3246680.99;1636.97;3375328.1;991.64;1942472.5;1337.21;2157756.6
330455705120059;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;249.0;709.0;2.85;1.95;1956.22;4095030.7;2108.65;4092685.87;1233.24;2658274.2;1764.29;2866458.49
330455705120060;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;207.0;554.0;2.68;1.39;2048.44;4242220.22;2185.71;4226385.27;1362.12;3642574.38;1911.55;4062764.86
330455705120061;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;283.0;786.0;2.78;2.02;1646.46;2043590.45;1792.1;1963043.44;1118.73;1661831.85;1559.25;1629261.71
330455705120062;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;83.0;276.0;3.33;2.47;1087.51;4127676.08;1388.66;4863847.48;860.14;2007166.66;1161.18;2362075.32
330455705120063;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;99.0;268.0;2.71;1.98;2001.11;4902582.14;2251.25;4952850.97;1257.76;3015240.1;1743.21;3334641.47
330455705120064;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;166.0;471.0;2.84;2.32;1060.93;1504998.97;1601.05;1405532.61;755.17;1126307.62;1304.12;1229543.26
330455705120065;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;192.0;455.0;2.37;1.68;1391.39;2374052.32;1406.04;2378472.49;1054.18;3175268.22;1347.55;3665077.62
330455705120066;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;177.0;517.0;2.92;1.82;2302.07;9861526.81;2716.44;10515343.19;1628.09;7237073.6;2195.18;8516582.63
330455705120067;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;80.0;195.0;2.44;1.67;1516.6;1431645.58;1575.69;1393828.09;1134.03;1364640.2;1470.95;1273824.49
330455705120068;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;209.0;483.0;2.31;2.09;1934.08;3986482.84;1991.25;3990500.19;1400.25;2747398.86;1646.29;2825297.34
330455705120069;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;272.0;803.0;2.95;2.19;1844.47;120450242.43;2850.54;183641565.56;1099.05;46214047.47;1994.26;82161873.96
330455705120070;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;224.0;764.0;3.41;3.65;1464.57;2525832.63;1648.56;2539899.47;817.35;1470050.66;1367.57;1707766.24
330455705120071;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557159;Vasco da Gama;1;0;102.0;237.0;2.32;1.33;2015.65;5487358.84;2310.07;5610131.77;1289.89;3376587.88;1875.43;3814112.5
330455705120072;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;329.0;1003.0;3.05;2.02;1501.51;5343548.38;1657.71;5641489.91;1096.92;4027550.7;1555.26;4999109.54
330455705120073;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;170.0;485.0;2.85;2.02;1597.59;1592934.39;1616.61;1581081.23;1080.63;1421219.73;1379.6;1401902.44
330455705120074;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;130.0;396.0;3.05;2.7;1408.37;1575410.96;1538.55;1520276.54;784.47;1078971.67;1234.81;1142584.11
330455705120075;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;167.0;403.0;2.41;1.76;1763.05;1721033.28;1817.47;1674969.22;1197.1;1377203.51;1513.63;1261857.32
330455705120076;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;147.0;389.0;2.65;1.87;1568.89;1697702.62;1601.58;1680604.79;1011.89;1174974.59;1274.62;1145062.87
330455705120077;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;184.0;483.0;2.63;1.68;2370.99;3701385.72;2437.22;3643035.78;1558.35;2898749.94;1964.12;2856443.32
330455705120078;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;143.0;423.0;2.96;2.2;2114.15;6290821.75;2583.97;6476390.14;1610.39;5802588.57;2279.94;6691779.48
330455705120079;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;157.0;416.0;2.65;1.33;4142.96;12949525.89;4455.1;12531697.51;2843.68;11357931.7;3822.15;11526780.74
330455705120080;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;225.0;572.0;2.54;1.41;2888.27;7622247.22;3079.91;7537356.03;1869.64;5631000.04;2479.21;5956445.45
330455705120081;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;134.0;362.0;2.7;1.53;1733.6;2803460.68;1814.86;2787266.63;1137.83;2012186.01;1515.65;2108062.1
330455705120082;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;269.0;742.0;2.76;1.57;1554.45;5029943.56;2090.74;5647124.42;1096.28;3397790.38;1845.94;4339760.41
330455705120083;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;258.0;670.0;2.6;1.3;1681.43;5038982.99;1962.94;5331354.76;1206.6;3320591.24;1652.8;3812148.2
330455705120084;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;150.0;441.0;2.94;2.45;2403.15;67756681.16;2520.79;70798173.07;1582.96;51825860.22;2227.46;71561292.9
330455705120085;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;188.0;499.0;2.65;2.74;942.61;1106069.63;1158.24;1109361.78;731.52;1097519.8;1118.21;1245782.93
330455705120086;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;134.0;395.0;2.95;2.73;2028.9;7494905.7;2174.98;7718604.63;1243.89;4021476.98;1729.19;4754051.3
330455705120087;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;228.0;627.0;2.75;1.67;2788.13;9336409.56;3012.77;9412214.71;1681.74;5364533.26;2352.81;5927623.34
330455705120088;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;234.0;673.0;2.88;2.12;2184.7;4648204.63;2422.84;4577565.81;1284.63;3270645.97;1904.28;3669208.72
330455705120089;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;129.0;394.0;3.05;2.86;1245.62;1364265.24;1515.9;1249491.81;796.13;974771.24;1247.04;964513.62
330455705120091;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570512;SÃO CRISTOVÃO;3304557026;São Cristóvão;1;0;183.0;515.0;2.81;2.05;1864.84;3285029.37;2007.44;3249758.65;1197.03;2153823.63;1689.5;2208059.47
